"","label","pval","fdr","signature","geneset","overlap","background","hits","generatio"
"REACTOME_CDC42_GTPASE_CYCLE"," Cdc42 gtpase cycle",3e-07,4.3e-06,3333,137,37,29522,"ARAP3,ARFGAP2,ARHGAP1,ARHGAP35,ARHGAP39,ARHGAP4,ARHGAP5,ARHGDIB,ARHGEF11,ARHGEF7,CAV1,CDC42BPB,CDC42EP1,CDC42EP4,DEPDC1B,DNMBP,DOCK11,ECT2,FGD1,FGD4,GIT1,KCTD3,KTN1,LBR,MAP3K11,MYO9B,PAK6,PLEKHG2,PLEKHG4,RAB7A,SH3PXD2A,STOM,TFRC,VAMP3,VAV3,WAS,WASL",0.27007299270073
"REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA"," Regulation of lipid metabolism by pparalpha",3e-07,4.3e-06,3333,110,32,29522,"ABCA1,ACADM,ANKRD1,ARNTL,CARM1,CPT1A,CREBBP,EP300,HMGCS1,MED1,MED16,MED21,MED24,MED29,MED8,MTF1,NCOA6,NCOR1,NCOR2,NFYA,NFYB,NPAS2,NR1H2,NR1H3,PPARGC1A,SIN3B,SREBF1,SREBF2,TBL1X,TBL1XR1,THRAP3,TRIB3",0.290909090909091
"REACTOME_CELLULAR_SENESCENCE"," Cellular senescence",3.2e-07,4.6e-06,3333,177,44,29522,"ACD,ANAPC1,ANAPC11,ANAPC16,ANAPC2,ASF1A,CABIN1,CBX6,CCNA2,CDC23,CDK4,CDKN1B,CDKN2B,CDKN2C,E2F1,EED,EHMT1,ERF,ETS2,FOS,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,IL6,MAP2K7,MAP3K5,MAPK1,MAPK14,MRE11,NBN,NFKB1,RAD50,RELA,RNF2,RPS6KA3,SUZ12,TERF2IP,TNRC6A,TNRC6C,TP53,TXN,UBE2S",0.248587570621469
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION"," Epigenetic regulation of gene expression",3.3e-07,4.6e-06,3333,132,36,29522,"BAZ1B,CBX3,DEK,DNMT1,DNMT3A,EED,EP300,ERCC6,GATAD2A,GATAD2B,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KAT2A,KAT2B,MBD2,MBD3,MTA2,MTF2,MYBBP1A,MYO1C,POLR1A,POLR2E,POLR2K,RRP8,SIN3B,SUDS3,SUV39H1,SUZ12,TAF1C,TAF1D,TDG,UBTF,UHRF1",0.272727272727273
"REACTOME_MTOR_SIGNALLING"," Mtor signalling",3.3e-07,4.6e-06,3333,39,17,29522,"AKT1S1,AKT2,CAB39,EIF4E,EIF4G1,LAMTOR3,LAMTOR5,MLST8,PRKAA1,PRKAG1,RHEB,RPS6,RPTOR,RRAGB,SLC38A9,STRADB,TSC2",0.435897435897436
"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE"," Translesion synthesis by y family dna polymerases bypasses lesions on dna template",3.3e-07,4.6e-06,3333,39,17,29522,"NPLOC4,PCNA,POLD1,POLD2,POLE,POLE3,RCHY1,REV1,RFC1,RFC3,RFC4,RPA2,RPA3,SPRTN,TRIM25,USP43,VCP",0.435897435897436
"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS"," Regulation of expression of slits and robos",4.2e-07,5.8e-06,3333,167,42,29522,"CASC3,COL4A5,EIF4G1,ELOC,FAU,MAGOH,NCBP2,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBX1,RPL11,RPL14,RPL23,RPL23A,RPL24,RPL31,RPL34,RPL35A,RPL36AL,RPL37,RPL37A,RPL38,RPL4,RPL5,RPS12,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27L,RPS29,RPS6,SEM1",0.251497005988024
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS"," Apc c mediated degradation of cell cycle proteins",4.7e-07,6.3e-06,3333,86,27,29522,"ANAPC1,ANAPC11,ANAPC16,ANAPC2,AURKA,BUB1B,BUB3,CCNA2,CCNB1,CDC14A,CDC23,CDK1,MAD2L1,NEK2,PLK1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,PTTG1,SEM1,SKP2,UBE2S",0.313953488372093
"REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES"," Recruitment of mitotic centrosome proteins and complexes",4.7e-07,6.3e-06,3333,81,26,29522,"ACTR1A,AKAP9,CDK1,CEP152,CEP164,CEP290,CEP43,CEP57,CEP70,CLASP1,CNTRL,HAUS4,HAUS6,MZT1,NEK2,PCM1,PLK1,PPP2R1A,PRKACA,SSNA1,TUBA1A,TUBA4A,TUBB,TUBB4B,TUBGCP2,YWHAG",0.320987654320988
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION"," Eukaryotic translation initiation",5.4e-07,7.3e-06,3333,118,33,29522,"EIF2B4,EIF3E,EIF3H,EIF4A2,EIF4E,EIF4G1,EIF5,FAU,RPL11,RPL14,RPL23,RPL23A,RPL24,RPL31,RPL34,RPL35A,RPL36AL,RPL37,RPL37A,RPL38,RPL4,RPL5,RPS12,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27L,RPS29,RPS6",0.279661016949153
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST"," Tp53 regulates transcription of genes involved in g2 cell cycle arrest",5.6e-07,7.4e-06,3333,18,11,29522,"AURKA,CARM1,CCNB1,CDK1,EP300,PCNA,PRMT1,RBL2,SFN,TP53,ZNF385A",0.611111111111111
"REACTOME_RHOG_GTPASE_CYCLE"," Rhog gtpase cycle",5.9e-07,7.8e-06,3333,72,24,29522,"ARHGAP1,ARHGAP35,ARHGAP39,ARHGAP5,ARHGDIB,CAV1,CDC42EP1,DEPDC1B,DSG2,ESYT1,HSPE1,ITGB1,KTN1,LBR,LMAN1,MAP3K11,NDUFA5,PGRMC2,RAB7A,RHOG,STX5,TFRC,VAMP3,VAV3",0.333333333333333
"REACTOME_AMINO_ACIDS_REGULATE_MTORC1"," Amino acids regulate mtorc1",6.2e-07,8.1e-06,3333,49,19,29522,"ATP6V1A,ATP6V1C2,ATP6V1D,ATP6V1E2,ATP6V1F,ATP6V1H,FNIP1,LAMTOR3,LAMTOR5,MLST8,NPRL2,NPRL3,RHEB,RPTOR,RRAGB,SH3BP4,SLC38A9,SZT2,WDR24",0.387755102040816
"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR"," Signaling by insulin receptor",6.2e-07,8.1e-06,3333,58,21,29522,"AKT2,ATP6AP1,ATP6V1A,ATP6V1C2,ATP6V1D,ATP6V1E2,ATP6V1F,ATP6V1H,FGF2,FGFR2,FRS2,GRB10,INSR,MAPK1,NRAS,PDPK1,PIK3C3,PIK3CB,SHC1,THEM4,TRIB3",0.362068965517241
"REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES"," Ub specific processing proteases",6.3e-07,8.2e-06,3333,187,45,29522,"ADRB2,ADRM1,ARRB2,BIRC3,CCNA2,FKBP8,H2AC21,H2AC6,H2BC12,H2BC13,HGS,KAT2A,MAT2B,MUL1,MYC,OTUB1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RNF123,SEM1,SKP2,SMURF2,SUDS3,TADA3,TAF10,TNKS2,TP53,TRAF2,TRRAP,USP16,USP19,USP21,USP22,USP24,USP25,USP47,USP48,USP5,VDAC1",0.240641711229947
"REACTOME_CYTOPROTECTION_BY_HMOX1"," Cytoprotection by hmox1",6.7e-07,8.6e-06,3333,119,33,29522,"BACH1,BLVRA,CARM1,COX19,COX5B,COX6C,COX7A2L,COX7B,COX7C,COX8A,CREBBP,CYCS,MAFK,MED1,NCOA6,NCOR1,NCOR2,NFE2L2,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBX1,SEM1,SIN3B,SKP2,TBL1X,TBL1XR1,TXNIP",0.277310924369748
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT"," Respiratory electron transport",6.8e-07,8.6e-06,3333,103,30,29522,"COX19,COX5B,COX6C,COX7A2L,COX7B,COX7C,COX8A,CYCS,ECSIT,ETFDH,MT-ND6,NDUFA11,NDUFA12,NDUFA5,NDUFA9,NDUFAF7,NDUFB1,NDUFB11,NDUFB3,NDUFB5,NDUFB6,NDUFS6,NDUFS8,NDUFV3,SDHD,TMEM126B,UQCR10,UQCRB,UQCRC1,UQCRH",0.29126213592233
"REACTOME_PROGRAMMED_CELL_DEATH"," Programmed cell death",7.5e-07,9.4e-06,3333,194,46,29522,"ACIN1,ADD1,AKT2,APAF1,APIP,BIRC3,BMF,C1QBP,CASP1,CASP4,CASP9,CTNNB1,CYCS,DBNL,DFFA,DSG2,E2F1,FAS,FLOT2,FNTA,HMGB2,IL18,IRF1,KPNB1,MAPK1,OGT,PLEC,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,PTK2,SEM1,SFN,STK26,TLR4,TNFRSF10B,TP53,TRAF2,UACA,UNC5B,YWHAG",0.237113402061856
"REACTOME_RHOB_GTPASE_CYCLE"," Rhob gtpase cycle",7.5e-07,9.4e-06,3333,68,23,29522,"ANLN,ARHGAP1,ARHGAP35,ARHGAP39,ARHGAP5,ARHGEF11,ARHGEF17,ARHGEF28,CAV1,CAVIN1,DEPDC1B,ECT2,FLOT2,MYO9B,PKN1,PKN2,RHOB,RHPN2,ROCK2,SOWAHC,STOM,TFRC,VAMP3",0.338235294117647
"REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN"," Carboxyterminal post translational modifications of tubulin",8.4e-07,1e-05,3333,33,15,29522,"AGBL3,AGBL5,AGTPBP1,TTLL11,TTLL12,TTLL3,TTLL4,TTLL5,TTLL7,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.454545454545455
"REACTOME_HIV_LIFE_CYCLE"," Hiv life cycle",9.5e-07,1.2e-05,3333,143,37,29522,"AAAS,CCNK,CHMP5,CXCR4,ELOC,FURIN,GTF2A2,GTF2F2,MVB12A,NCBP2,NEDD4L,NUP188,NUP214,NUP50,NUP54,NUP98,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,POM121,POM121C,PSIP1,RAN,RANGAP1,SSRP1,SUPT5H,TAF10,TAF13,TAF3,TAF5,TAF6,VPS37C,VPS4A,XPO1,XRCC4",0.258741258741259
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING"," Trans golgi network vesicle budding",1e-06,1.2e-05,3333,69,23,29522,"AP1B1,AP1G2,AP1M1,AP1S1,AP1S2,AP3S1,AP4M1,BLOC1S3,CLTA,DNM2,GBF1,GNS,HGS,HSPA8,M6PR,NECAP1,PIK3C2A,RAB5C,SNX5,SNX9,TFRC,TPD52L1,YIPF6",0.333333333333333
"REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK"," Retrograde transport at the trans golgi network",1e-06,1.3e-05,3333,46,18,29522,"ARFIP2,ARL1,COG7,COG8,GOLGA4,M6PR,NAA30,NAPB,NAPG,RAB6A,RAB9A,RABEPK,RGP1,RIC1,STX6,VAMP3,VPS52,VPS54",0.391304347826087
"REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX"," Recognition of dna damage by pcna containing replication complex",1.3e-06,1.6e-05,3333,30,14,29522,"DDB1,PCNA,POLD1,POLD2,POLE,POLE3,RBX1,RFC1,RFC3,RFC4,RPA2,RPA3,UBE2B,USP1",0.466666666666667
"REACTOME_RAB_REGULATION_OF_TRAFFICKING"," Rab regulation of trafficking",1.5e-06,1.8e-05,3333,112,31,29522,"AKT2,DENND1A,DENND1B,DENND4B,GABARAPL2,GGA1,GGA3,HPS4,MADD,OPTN,RAB11A,RAB12,RAB13,RAB1A,RAB1B,RAB27A,RAB35,RAB5C,RAB6A,RAB7A,RAB8B,RAB9A,RGP1,RIC1,SBF1,TBC1D10B,TBC1D15,TRAPPC13,TRAPPC2,TRAPPC2L,TSC2",0.276785714285714
"REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR"," Hdr through homologous recombination hrr",1.7e-06,2e-05,3333,66,22,29522,"ATR,ATRIP,EME2,MRE11,NBN,PALB2,PCNA,POLD1,POLD2,POLE,POLE3,RAD50,RAD51D,RAD9A,RFC1,RFC3,RFC4,RMI2,RPA2,RPA3,SLX4,XRCC3",0.333333333333333
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION"," Factors involved in megakaryocyte development and platelet production",1.8e-06,2.1e-05,3333,135,35,29522,"ABL1,AK3,CABLES2,CAPZA2,CENPE,DOCK11,EHD2,GATA6,H3-3A,HMG20B,IRF1,KDM1A,KIF18B,KIF20A,KIF20B,KIF23,KIF26A,KIF2A,KIF2C,KIF3B,KIFC2,KLC2,MAFK,PRKACA,PRKAR1A,PRKAR1B,RCOR1,SH2B3,TP53,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.259259259259259
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"," Extra nuclear estrogen signaling",2.2e-06,2.5e-05,3333,62,21,29522,"AKT2,CAV1,CAV2,CCND1,CDKN1B,ELK1,EPGN,FOS,GNAI1,GNB1,GNG11,GNG12,MAPK1,NRAS,PDPK1,PRMT1,PTK2,SHC1,SRF,UHMK1,XPO1",0.338709677419355
"REACTOME_SIGNALING_BY_FGFR2"," Signaling by fgfr2",2.2e-06,2.5e-05,3333,62,21,29522,"FGF2,FGFBP1,FGFR2,FRS2,GTF2F2,HNRNPF,MAPK1,MKNK1,NCBP2,NRAS,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,PPP2CB,PPP2R1A,RBFOX2,SHC1,SPRY2,TIA1",0.338709677419355
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS"," Metabolism of vitamins and cofactors",2.5e-06,2.8e-05,3333,160,39,29522,"ACACA,BCO2,COQ9,CYB5R3,FASN,FLAD1,HLCS,LMBRD1,LPL,LRP10,LRP8,MMAB,MMACHC,MOCOS,MTHFR,MTRR,NADK,NADK2,NAXE,NT5E,PANK1,PANK2,PARP4,PARP6,PC,PNPO,PTS,RFK,SDC2,SDC3,SLC19A1,SLC23A2,SLC25A32,SLC2A1,SLC2A3,SLC46A1,SPR,UBIAD1,VKORC1",0.24375
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2"," Transcriptional regulation by mecp2",2.5e-06,2.9e-05,3333,53,19,29522,"AGO2,CAMK2D,DGCR8,FKBP5,GPRIN1,IRAK1,LBR,MECP2,MET,NCOR1,NCOR2,PRKACA,PTPN1,PTPN4,SLC2A3,TBL1X,TBL1XR1,TNRC6A,TNRC6C",0.358490566037736
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"," Extracellular matrix organization",2.8e-06,3.1e-05,3333,240,52,29522,"ADAM10,ADAM15,ADAM17,ADAM9,ADAMTS4,CAPN2,CD44,CD47,COL1A1,COL25A1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL5A2,COL7A1,COL8A1,COL9A3,CTSL,CTSS,CTSV,DST,EFEMP1,F11R,FBLN2,FGF2,FURIN,ITGA5,ITGAE,ITGAV,ITGB1,ITGB4,ITGB8,LAMB1,LOX,LTBP3,MFAP1,MFAP5,MMP15,P4HA1,P4HA2,PCOLCE2,PLEC,PLOD2,PTPRS,PXDN,SDC2,SDC3,SH3PXD2A,TIMP2,VTN",0.216666666666667
"REACTOME_DUAL_INCISION_IN_GG_NER"," Dual incision in gg ner",2.9e-06,3.3e-05,3333,40,16,29522,"DDB1,ERCC1,ERCC4,PARP1,PCNA,POLD1,POLD2,POLE,POLE3,RBX1,RFC1,RFC3,RFC4,RPA2,RPA3,XPA",0.4
"REACTOME_LEISHMANIA_INFECTION"," Leishmania infection",2.9e-06,3.3e-05,3333,161,39,29522,"ABL1,ADAM17,ADM2,ADRB2,ARPC1A,ARPC3,ARPC5,CASP1,DVL1,DVL3,FURIN,GNAI1,GNB1,GNG11,GNG12,IL18,IL6,MAPK1,MAPK14,MC1R,MYO1C,MYO9B,NFKB1,NT5E,PRKACA,PRKAR1A,PRKAR1B,PRKX,PTGER4,PTK2,RELA,RXFP1,TXN,TXNIP,VAV3,WAS,WASF2,WASL,WNT5A",0.242236024844721
"REACTOME_SIGNALING_BY_FGFR"," Signaling by fgfr",3e-06,3.4e-05,3333,73,23,29522,"FGF2,FGFBP1,FGFR2,FGFRL1,FRS2,GTF2F2,HNRNPF,MAPK1,MKNK1,NCBP2,NRAS,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,PPP2CB,PPP2R1A,RBFOX2,SHC1,SPRED1,SPRY2,TIA1",0.315068493150685
"REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES"," Ire1alpha activates chaperones",3.1e-06,3.4e-05,3333,49,18,29522,"ADD1,CUL7,DDX11,DNAJB11,DNAJB9,DNAJC3,EDEM1,ERN1,EXTL2,GFPT1,GOSR2,HDGF,PDIA5,PDIA6,PREB,SHC1,TLN1,ZBTB17",0.36734693877551
"REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION"," Golgi cisternae pericentriolar stack reorganization",3.5e-06,3.8e-05,3333,14,9,29522,"CCNB1,CCNB2,CDK1,GORASP1,MAPK1,PLK1,RAB1A,RAB1B,USO1",0.642857142857143
"REACTOME_METABOLISM_OF_NUCLEOTIDES"," Metabolism of nucleotides",3.5e-06,3.8e-05,3333,89,26,29522,"ADA,ADK,ADSS1,AK4,AK6,CMPK1,DCK,DPYD,DUT,ENTPD2,ENTPD4,GSR,HPRT1,IMPDH2,NME4,NT5E,NUDT13,NUDT15,PFAS,PPAT,PUDP,RRM2,RRM2B,TXN,TYMP,TYMS",0.292134831460674
"REACTOME_RAC3_GTPASE_CYCLE"," Rac3 gtpase cycle",3.5e-06,3.8e-05,3333,89,26,29522,"AMIGO2,ARAP3,ARHGAP1,ARHGAP35,ARHGAP39,ARHGAP5,ARHGDIB,BAIAP2L1,CAV1,CDC42EP1,DEPDC1B,DSG2,ESYT1,GIT1,IL32,ITGB1,LBR,LMAN1,PGRMC2,RAB7A,SLC1A5,SLITRK5,SWAP70,TFRC,VAMP3,WASF2",0.292134831460674
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION"," Transcriptional regulation of white adipocyte differentiation",3.8e-06,4.1e-05,3333,79,24,29522,"CARM1,CCND3,CDK4,CEBPD,CREBBP,EP300,LPL,MED1,MED16,MED21,MED24,MED29,MED8,NCOA6,NCOR1,NCOR2,NFKB1,PPARGC1A,RELA,SREBF1,SREBF2,TBL1X,TBL1XR1,THRAP3",0.30379746835443
"REACTOME_AUTOPHAGY"," Autophagy",4.1e-06,4.4e-05,3333,134,34,29522,"AMBRA1,ATG101,ATG12,ATG13,ATG4C,DYNC1LI2,GABARAPL2,HDAC6,HSPA8,LAMP2,LAMTOR3,LAMTOR5,MLST8,MTMR14,MVB12A,PIK3C3,PRKAA1,PRKAG1,RB1CC1,RHEB,RPTOR,RRAGB,SLC38A9,SQSTM1,TSC2,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6,VCP,VDAC1,VPS37C",0.253731343283582
"REACTOME_HCMV_INFECTION"," Hcmv infection",4.3e-06,4.5e-05,3333,140,35,29522,"AAAS,CBX1,CEBPD,CHMP1A,DYNC1LI2,EED,ELK1,H2AC21,H2AC6,H2BC12,H2BC13,ITGB1,MVB12A,NCOR1,NCOR2,NFKB1,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C,SUZ12,TBL1X,TBL1XR1,TRIM28,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6,VPS37C,VPS4A",0.25
"REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING"," Nr1h2 and nr1h3 mediated signaling",4.3e-06,4.5e-05,3333,41,16,29522,"ABCA1,AGO2,EP300,FASN,KDM1A,MYLIP,NCOR1,NCOR2,NR1H2,NR1H3,SCD,SREBF1,TBL1X,TBL1XR1,TNRC6A,TNRC6C",0.390243902439024
"REACTOME_RHOD_GTPASE_CYCLE"," Rhod gtpase cycle",4.3e-06,4.5e-05,3333,50,18,29522,"ADD3,ANKFY1,ARHGAP1,ARHGAP35,ARHGAP39,ARHGAP5,CAV1,DEPDC1B,ESYT1,LBR,LMAN1,MOSPD2,PAK6,PGRMC2,PLXNA1,RAB7A,SLC4A7,VAMP3",0.36
"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR"," Pcna dependent long patch base excision repair",4.5e-06,4.6e-05,3333,21,11,29522,"APEX1,PCNA,POLD1,POLD2,POLE,POLE3,RFC1,RFC3,RFC4,RPA2,RPA3",0.523809523809524
"REACTOME_RAC1_GTPASE_CYCLE"," Rac1 gtpase cycle",4.7e-06,4.8e-05,3333,164,39,29522,"AMIGO2,ARAP3,ARHGAP1,ARHGAP35,ARHGAP39,ARHGAP4,ARHGAP5,ARHGDIB,ARHGEF11,ARHGEF39,ARHGEF7,BAIAP2L1,CAV1,CDC42EP1,CDC42EP4,DEPDC1B,DOCK11,ECT2,ESYT1,GIT1,ITGB1,KTN1,LBR,MYO9B,PAK6,PKN1,PKN2,PLEKHG2,PLEKHG4,RAB7A,SLC1A5,SWAP70,SYDE2,TFRC,VAMP3,VAV3,WAS,WASF2,WASL",0.23780487804878
"REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY"," Deadenylation dependent mrna decay",4.7e-06,4.9e-05,3333,55,19,29522,"CNOT8,CNOT9,DCP1A,DCP2,EDC3,EDC4,EIF4A2,EIF4E,EIF4G1,EXOSC3,LSM3,LSM4,LSM5,LSM6,NT5C3B,PAN2,PARN,TTC37,TUT4",0.345454545454545
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX"," Transcriptional regulation by ventx",4.9e-06,5e-05,3333,37,15,29522,"ANAPC1,ANAPC11,ANAPC16,ANAPC2,CCND1,CDC23,CTNNB1,EHMT1,IL6,NFKB1,RELA,TNRC6A,TNRC6C,TP53,UBE2S",0.405405405405405
"REACTOME_SYNTHESIS_OF_DNA"," Synthesis of dna",5e-06,5e-05,3333,118,31,29522,"ANAPC1,ANAPC11,ANAPC16,ANAPC2,CCNA2,CDC23,MCM2,MCM7,ORC6,PCNA,POLD1,POLD2,POLE,POLE3,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBX1,RFC1,RFC3,RFC4,RPA2,RPA3,SEM1,SKP2,UBE2S",0.26271186440678
"REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY"," Nuclear envelope ne reassembly",5.2e-06,5.2e-05,3333,70,22,29522,"CC2D1B,CCNB1,CCNB2,CDK1,KPNB1,LBR,NUP188,NUP54,NUP98,POM121,PPP2R1A,RAN,RANGAP1,SUMO1,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6,VPS4A,VRK1",0.314285714285714
"REACTOME_SIGNALING_BY_NOTCH1"," Signaling by notch1",5.2e-06,5.2e-05,3333,70,22,29522,"ADAM10,ADAM17,APH1B,ARRB2,CREBBP,EP300,HDAC6,HDAC9,KAT2A,KAT2B,MAMLD1,MIB1,MIB2,MYC,NCOR1,NCOR2,PSENEN,RBX1,TBL1X,TBL1XR1,TLE2,TLE3",0.314285714285714
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY"," Resolution of ap sites via the multiple nucleotide patch replacement pathway",5.3e-06,5.3e-05,3333,25,12,29522,"APEX1,PARP1,PCNA,POLD1,POLD2,POLE,POLE3,RFC1,RFC3,RFC4,RPA2,RPA3",0.48
"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS"," Cargo recognition for clathrin mediated endocytosis",5.4e-06,5.3e-05,3333,91,26,29522,"AAK1,ADRB2,AP2A1,ARRB2,CLTA,COPS7A,EPGN,EPN1,EPS15,EPS15L1,FCHO2,FZD4,GPS1,HGS,IL7R,ITSN2,M6PR,NECAP1,NECAP2,REPS2,SH3GL1,SH3KBP1,TFRC,TOR1B,VAMP3,WNT5A",0.285714285714286
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION"," Eukaryotic translation elongation",5.4e-06,5.3e-05,3333,91,26,29522,"FAU,RPL11,RPL14,RPL23,RPL23A,RPL24,RPL31,RPL34,RPL35A,RPL36AL,RPL37,RPL37A,RPL38,RPL4,RPL5,RPS12,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27L,RPS29,RPS6",0.285714285714286
"REACTOME_NEURONAL_SYSTEM"," Neuronal system",5.4e-06,5.3e-05,3333,284,58,29522,"AP2A1,APBA3,ARHGEF7,ARL6IP5,BCHE,CAMK2D,CHRNA5,COMT,DBNL,DLG2,DLGAP4,EPB41L2,FLOT2,GIT1,GJC1,GLRB,GLS,GNAI1,GNAL,GNB1,GNG11,GNG12,GRIK5,GRIN2D,HSPA8,KCND1,KCNJ2,KCNK1,KCNMB4,KPNA2,LRFN3,MAPK1,NLGN4X,NRAS,PDLIM5,PDPK1,PICK1,PRKAA1,PRKACA,PRKAG1,PRKAR1A,PRKAR1B,PRKX,PTPRS,RIMS1,RPS6KA3,SLC1A1,SLC38A2,SLITRK5,SNAP25,SYT12,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6,UNC13B",0.204225352112676
"REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER"," Signaling by notch1 pest domain mutants in cancer",6.4e-06,6.2e-05,3333,56,19,29522,"ADAM10,ADAM17,APH1B,CREBBP,EP300,HDAC6,HDAC9,KAT2A,KAT2B,MAMLD1,MIB1,MIB2,MYC,NCOR1,NCOR2,PSENEN,RBX1,TBL1X,TBL1XR1",0.339285714285714
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1"," Transcriptional regulation by runx1",6.7e-06,6.5e-05,3333,203,45,29522,"ABL1,AGO2,ARID1A,ARID1B,CBFB,CBX6,CCND1,CCND3,CREBBP,CTSL,CTSV,DPY30,EP300,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KAT2B,KCTD6,KMT2B,KMT2D,NFATC2,NR4A3,PCGF5,PRMT1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RNF2,SEM1,SETD1A,SETD1B,SIN3B,SMARCD1,SOCS4,TNRC6A,TNRC6C,WDR5,YAF2",0.221674876847291
"REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE"," Translocation of slc2a4 glut4 to the plasma membrane",6.8e-06,6.5e-05,3333,66,21,29522,"AKT2,ASPSCR1,EXOC7,EXOC8,KIF3B,LNPEP,MYO1C,PRKAG1,RAB11A,RAB13,RHOQ,SFN,TBC1D1,TBC1D4,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6,YWHAG",0.318181818181818
